Product_name,SKU,Price,Subject,Date,Review,Stars,like,dislike
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Chair height is much better than a regular toilet,"April 4, 2023",love new chair height toilet bad hip knee Im 74 year old regular height toilet hard set due height get new chair height toilet much easy sit get back truly love,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Always check the box upon delivery for any damages,"December 20, 2021",toilet unit good quality come toilet seat everything else need installation ADA compliant height comfortable glad make investment upgrade price point reasonable compare similar unit market,5,0,1
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,A Royal Flush,"September 3, 2022",Seems heavy duty powerful flush flushing hold additional second small blemish seat contact Summit Summit FedExed new one immediately Another bonus brand make Ohio American Standard make Thailand,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Do your research.,"April 18, 2023",Beautiful long issue get low toilet bad knee would rock get support use sink pantry 33 tall toilet could find Lowes never product could buy,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,You can not buy a better flushing toilet,"August 7, 2022",pay buy good flush toilet good price comfort height toilet plus come close close toilet seat great able purchase really solid product manufacture USA,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Bowl Seals Leak,"August 7, 2022",installed countless toilet lifetime terrible toilet get seal alignment include level correct wasis nightmare definitely would recommend system anyone,2,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Don't like the flush,"September 14, 2021",toilet okay Im disappoint flush Sometimes need flush twice always splash whether one two flush close lid flush Lysol wipe,3,0,2
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Not a good buy,"February 6, 2022",difficult get good seal around tank bolt Multiple problem leak Doesnt flush well either prone clog toilet market price range perform much well,2,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Really powerful flush,"October 8, 2021",husband like alot 6 2 height u comfortable 5 4 find foot dont fit flat floor next bathroom remodel get short one,4,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,that the brand I bought is not up to the expection,"October 26, 2021",work like thought would lid stay,1,1,4
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Easy - 1 person - install,"April 20, 2023",Easy install work well negative comment slow close lid slow close appear cheap plastic probably challenge piece install,4,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Toilet,"February 4, 2023",Flushes well use old seat though one come low quality previous soft close toilet seat actually make company much sturdy,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Very small toilet,"September 16, 2022",seat small lid close well screw hold lid strip week replace good toilet price,1,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,We won’t be purchasing another Mansfield toilet.,"June 27, 2022",bolt hold toilet little piece weld break go back store buy replacement weld weak,2,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,great buy,"April 28, 2022",easy follow instruction installation list make USA major selling point quality product good,4,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Well worth the money,"February 23, 2022",Works well easy install modest price replace fancylooking expensive hard install repair toilet Summit glad,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Inconsistent flushing,"January 16, 2022",unit inconsistent flushing time section flush require even piece test toilet paper,3,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,It sticks out a little more from the wall.,"December 30, 2021",like matched purchase guest bath efficient waterwise one,4,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Bathroom remodel,"February 22, 2022",Love hight change old color fresh white make great improvement remodel bathroom,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Throne for kings,"February 20, 2022",Never plunge Powerful flush Good hight ever get injured hard time get,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Good product for the money,"December 17, 2021",love comfort height thing dont like quality seat Ill replace soon,4,0,1
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Good quality,"December 1, 2022",Made USA good quality happy product look nice easy install buy,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Great purchase!,"April 14, 2023",easy install look great liked much buy another upstairs bathroom,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,ADA Toilet,"October 3, 2021",want See help water bill two house one put upstairs last month,5,0,1
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Don't buy,"January 23, 2023",Horrible nothing fit right poorly make return tomorrow much american make,1,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Quality without huge price,"February 24, 2023",instal yet pick smooth pack efficiently,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Don't buy this toilet it's an inferior product.,"February 20, 2023",Bowl size 30 small previous round toilet Flush capacity significantly reduce,1,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Great product and great price,"December 29, 2022",client happy product impressed ease installation,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Wrong parts,"August 14, 2021",Toilet kit fine buy round bowl come elongated seat,3,0,1
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Great product,"April 21, 2023",Great toilet look good sits comfortable height,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Just what I wanted!,"March 24, 2022",liked packaging quality product ease installation,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Disappointed,"September 18, 2021",toilet seat wont stay Even tried tilt tank back toward wall,1,0,1
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Everything came with the unit,"June 22, 2022",product easy install come everything need job,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Good toilet,"November 10, 2022",Good price toilet perfect project need,4,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,"Flushes good, we’ll made fixture.","May 6, 2022",Forty year plumber best toilet money,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,Works perfectly,"March 23, 2023",Im extremely happy size fit toilet,5,0,0
Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,No help from Lowe’s staff,"March 10, 2022",Relatively easy install Balancing tank difficult,4,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,A great and easy DIY project for your home,"June 29, 2021",Today instal toilet home retire 40 year old commode first box content well constructedthe box cutout make handle toilet easy could move around house till ready install toilet solid well construct include wax ring hardware need put together 30 minute Tank mount really solid didnt crank nut get seal,5,7,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Total package. This is a complete kit.,"July 1, 2021",stylish toilet kit complete floor except connect water line receive box well package adequate amount heavy duty triple wall corrugate box pack material need kit complete toilet base toilet tank float valve assembly inside tank toilet seat well hardware need wax ring include instruction complete straightforward toilet complete setup job take 30 minute remove old one really like classic modern design blend well white porcelain tub sink chrome hardware certainly give thumb,5,3,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Easy install with straight forward instructions,"June 27, 2021",toilet easy install simple instruction design fit bathroom nicely since angle corner front tank compliment neoangle shower minor inconvenience toilet seat sharp plastic area need trim razor blade bolt secure toilet floor trim allow plastic cap snap See picture,3,4,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Royal flush,"June 27, 2021",Pleasantly surprise everything come box new bolt seat wax ring really quality product take 30 minute install toilet super flush seem little bit high old one much nicer would highly recommend anybody look upgrade new toilet Also really like slow close seat banging,5,5,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Very poor packaging,"June 25, 2021",Box undamaged remove old toilet completely unbox one installed bowl open tank box instal tank find lid bust late get ta toilet go install seat nope hinge broken tonight use wrong shaped seat old toilet unit complete everything install straightforward installation sure check part remove old toilet,2,2,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Nice toilet with a powerful flush,"July 12, 2021",solid toilet come everything need installs quickly make sure tighten bolt slowly dont want crack anything bolt back tank easy seat installs screwdriver Replaced small toilet originally come basement elongate bowl high seat make around nice upgrade,5,3,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Complete kit to install,"June 27, 2021",Nice toilet come everything installation include softclose seat replace wax ring reusable silicone seal wax work youll never remove toilet Easy install Took 12 hour Nice glaze job couldnt find flaws finish Conventional flushing valve Fairly quiet operation 1 high seat height American Standard toilet replace,5,2,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Poor Quality,"August 13, 2021",furnished product conduct test provide review Based item recommend product caveat fact test one well could haver faulty check review also see others problem First thing notice lot powder come toilet want wipe well bring house porcelain mold also leave something desired instruction fairly straight forward diagrams test toilet place level surface hook garden hose hook standard supply line hose water pressure interior house first real issue bowl gasket grove able go lip bowl lip Even heavy tightening bolt gasket would sit right see photo 1 even tried seat onto bowl first still would seat well photo 2 fill valve way proper adjustment water keep flow take lot turn get water right level would expect fill valve least close right setting set water level add blue dye could see well water circulate bowl flush Photo 3 actually quite well cover side bowl Photo 4 last issue flapper flapper open remain open tank fairly empty tank hold handle entire flush order empty tank Pressing release second two result half tank empty photo 5 flapper could go back fill tube way photo 6 Bad design try give every product test benefit doubt unfortunately particular unit typical bulk toilet recommend,2,11,2
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Finally trying a taller toilet,"July 10, 2021",parent tell u get tall toilet much nicer well since opportunity get toilet make sure get tall one least make parent happy visit assembly super easy maybe cause rebuilt replace several toilet already like notch rest tank tighten make tank feel secure previously instal Danco perfect seal floor flange Item 3844101 also third time seat toilet flange highly recommend pick one toilet make repair reinstalls much easy use new wax ring toilet instal use wood shim level slide paper strap toilet flush repeat check seal 10 flush water paper finish install best part parent happier come visit cause taller toilet house,5,7,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Nice toilet,"November 2, 2021",toilet look nice sleek design elevate look bathroom Install simple come part need slow close lid nice loud shut couple kid constantly ask slam lid Nice possible say lid seat little flimsy Im able sit without bend dont think itll break also wont test also find water refill noise quite loud turn water fully open eliminate Good note high home water pressure work great youre look update look old bathroom could good fit,4,5,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,"Exceptional quality and feel , should last decades","July 6, 2021",First curious complete two piece toilet package single box package real well abundant cardboard cushion placement box transport toilet rest assure well packed Next toilet tank lid box set upside bowl face bowl rest 1 38 cardboard weight bowl impressively heavy stand heavy use family tank assembly well design component inside include 3 flapper assembly handle metal strong enough last unit come complete mount hardware soft close seat make long lasting polymer easy clean finish degrade think toilet satisfy demand homeowner long time ADA compliant comfort height toilet big plus,5,2,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,High Quality,"July 5, 2021",never hear Mansfield rest assure good quality common names Kohler American Standard removal 30 year old round toilet installation higher elongated commode relatively easy process remove old wax ring use Simple Green clean floor follow simple instruction adjust tank level lower set fast flush unit give two flush cycle one tank water indeed much efficient unit old one think good two less five year old Mansfield even package slow close seat lidvery nice,5,2,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Pretty tall toilet,"July 6, 2021",ada compliant toilet pretty tall wife 57 foot lay flat floor another comfort height toilet little short Toilet come bolt wax ring Toilet work well loosen flush handle first installed toilet would stick flush position also add slow close toilet lid,4,5,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Easiest Install,"June 25, 2021",easy replacement do Toilet come everything need replace exist toilet tool require Crescent Wrench Philip Screw driver Pliers like simple adjust water level line fill tube instruction easy follow Total time remove install less 2 Hours Bidet seat work toilet,5,3,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Well made toilet. Stylish too.,"July 14, 2021",package unit exceptional ship common carrier outside box little mess However open box component completely intact breakage scratch one comfort height chair height approximately17 floor top bowl seat quality apparent right box internal flush valve flapper quality unit quiet refill quick sure last least 40 year way past lifetime Looking new quality quiet toilet Look BUY,5,2,1
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Good product,"July 3, 2021",come everything box include seat Nice style everything need install thing find difficult instruction top tank leak little installed soon take care large nut hold inside together loose simple tightening set Great value super quiet take minute refill flush,5,2,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Perfect height,"July 1, 2021",one comfortable height toilet pleasure use perfect height comfort six foot tall one low plenty flush power use little water take one hour install tool picture include removal cleanup previous toilet tank level adjustment easy simplest design see See photo loud flush quite either,5,1,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Good quality toilet,"July 13, 2021",product ship quickly perfect condition upon arrival easy install use minimal tool look great Lets face toilet isnt necessarily want focal point bathroom look nice love efficient water use powerful flush thing prevent give 5 star significantly loader flush previous toilet believe difference noise level result power flush keep mind choose install installed quarter bath living room anyone flush definitely hear would recommend product,4,5,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Nice,"June 26, 2021",Pretty nice toilet Easy install especially youve do one Even havent still easy since tank part already instal comfort height suitable taller people Im 55 bathroom belongs someone taller Everything need include,5,2,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Fast to empty and no surprise left behind,"July 7, 2021",get pay Denali always synonymous top quality Toilet delivery completely build quality flawless soft closing lid appease significant economical flush still delivers maximum performance need flush twice high perfect personally would call chair height Easy easy elongate bowl mor convenient traditional round bowl accommodate vary body type porcelain perfectly finish sharp edge even use Even item need installation provide except tool labor Instillation pretty straight forward One person accomplish,5,3,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Had high hopes for this one,"August 2, 2022",remodel bathroom decide replace old date toilet Always though Mansfield top brand Denali Install breeze shortly hook noticed water around base think maybe seal replaced issue take flange turn notice hairline crack inside front base Could clearly see water seep road trip near Lowes35 hr round trip return get replacement find replacement hairline crack almost spot pack back make another 35 hour road trip time go American Standard brand leak one,1,3,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Great for the price!!!,"July 11, 2021",Decided replace toilet garage Got one easy install Directions clear easy follow Came part comfortable love gloss white finish Flushes well Could definitely see replace another exact toilet Would recommend anyone,5,3,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Over-engineered packaging under engineered product,"January 27, 2022",positive seem flush well Bottom half solid Negatives let start defect see photo visible caught product inspection stage mean forward face part lid Next installation flange bolt CUT fit underneath cap Hello one heard easy snapoff Next plastic nut mean package product 50 box give plastic nut attach tank base lid gon na buy Invest different toilet seat thank mean budget toilet Common folk,2,1,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,I'm buying a different toilet for swap #2,"August 22, 2022",Caught sale first ever toilet swap Im go give 2 star ease install really mostly painless install start dislike toilet First flushing mechanism suck Ive constantly adjust get full flush Second BIGGEST gripe bowl water dispersion worst Ive ever see spend time wipe bowl toilet Ive ever use Lastly toilet seat lid doesnt sit properly matter much tighten move would buy toilet especially regular price,3,5,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Good except poor design where tank meets the base,"September 16, 2021",Overall like toilet powerful flush really nice soft close lid good visual appeal However ding two star one aspect design tank meet base utilizes 2 bolt dont provide enough compression result tank flexes pressure apply sit back hard hasnt leak thankfully even add rubber tape stabilize still flex Im concern become issue time toilet replace 3 bolt thick rubber compression washer,3,5,1
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Poor cut/seal- excess on lis,"December 5, 2022",Bought 3 toilet home damage Hurricane Ida finally instal 2 3 excess lid Really frustrate Im ready move home,1,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,"Some Lowes, some manufacturing","April 10, 2022",First offer shelf open box Wax ring use Lid bust put back stock Second one Checked tact Started install realize tank mount hardware go Ran Lowes yank busted unit good tank install notice cast imperfection sketchy look mount bolt would likely seal Gorilla sealant hand shot mating face Heres hop need toilet finish floor another bathroom think toilet next room say employee helpful sort easily,4,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,,"August 25, 2021",purchase installed toilet base review Toilet tank insulation line bond tank two side therefore contact liner area break liner Also tank bolt hole line 100 bowel cause bolt instal slight angle first installation attempt cause three bolt leak add marine silicone bolt seal bolt seal fine filling tank find tank crack cracked installation return toilet purchase American Standard liner nearly price American Standard much good toilet Dont waste time toilet,1,3,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,This toilet is powerful!,"September 8, 2021",Color slightly darker expect sink tub shade half lighter extreme difference,4,2,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Toilet for adults!,"April 28, 2023",Best product could find area antistain glaze make big difference,4,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Bad toilet or bad retailer?,"March 29, 2022",convince big box store sell second look Lowes review Mansfield Kohler American Standard see many quality problem wonder sell 12 plumb supply house 8 hour work new toilet leak half content bowl new floor toilet obviously crack defect trap order brand plumb supply ask guy phone many problem brand say none Coincidence,4,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,LEAKS!,"August 22, 2021",poor quality constant drip red gasket bowl tank matter much little tighten whats groove red gasket piece garbage bother call CS nobody,1,6,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Extermely difficult to attach tank to bowl,"August 24, 2021",never get tank stop leaking flange attache bowl first last mansfield toilet American Standard always never leak flush much well Get American Standard toilet,1,5,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Surprisingly good,"March 23, 2023",purchase installed Denali bone color ar parent house replace olderlower 1 piece kohler unit want American Standard none available boneoff white elongate chair height local Lowes option Kohler model fancy piston flush valve system Saw Mansfield Denali unit simple fluid master flush system review look good make USA give shoot Packaged extremely well nothing break damage etc Quick easy direction Installed real nice look great Flushes like champ Really glad give shot,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,This toilet fits with baseboards behind toilet!,"August 16, 2021",Denali Elongated Comfort Height toilet great trouble find toilet would fit bathroom baseboard heat behind toilet need toilet bone new tub sink bone many bone toilet available purchase store toilet twas able fit base footprint long behind floor bolt majoy toilet sell nice powerful flush quieter previous toilet use less water love,5,1,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Crack and factory added porcelain over it to seal,"February 27, 2023",Cracked bow factory try seal Shame poor quality control see nobody sell Manfeild anymore take drive 30 min buy new different company toilet work perfect Stay away avoid also sat crook even thow floor level Terrible experience longtime buyer,1,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,"Mansfield Denali ""ELONGATED""","December 26, 2021",install tank pain gasket MUST place right leak flapper valve doesnt close correctly leak stay water run seat wasnt correct seat elongate model put round seat must fight someone get new seat flush nicely,3,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Great functionality,"August 22, 2021",love high seat color Also slow closing seat great,5,1,1
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Happy with toilet except...,"February 18, 2022",pleased toilet strong quick flush leak hard install criticism tank lid flat there slight raise hump middle anything put lid either slide forward backwards,4,3,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,"Acceptable, water efficient, and made in the USA","February 5, 2022",Well package reasonable price easy install seat move toilet sturdy Solid waste flush easily occasionally require extra flush leave bowl look clean replace 36 GPF would never able second flush without wait refill tank hold plenty water make extra flush without wait Make sure depress handle completely activate refill valve note seat probably go pain clean hinge area open dust debris undoubtedly collect,4,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,1 out of 2,"December 27, 2022",recently Guest Bath Master Suite Bg ath refloored decide replace 2 toilet purchase 2 Mansfield Denali proceed install flooring replace 1st Denali go well perform beautifully second Denali fair well 3 time pull toilet replace wax ring contimued leak underneath leave side professional come replace wax ring 4th time discover Denali small crack dissapointed feel need replace Also flush lever stick push manually need pull back water continue run,3,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,"Looks really nice, quick flush 1 gal flush.","January 21, 2022",like height toliet,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Denali Complete Toilet Package,"July 28, 2022",Denali WaterSense Elongated Comfort Height 2Piece Toilet come complete everything need install include new wax ring slow close seat smartheight ADA compliant allow easy sit stand help arthritic knee powerful flush use 128 gpf save water usage still empty bowl slow close seat really slow least doesnt slam shut tank fill rather quiet easy adjust happy toilet glad dont sit low,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Shop around.,"August 22, 2022",3 toilet purchase come cheap seat ever see shame toilet look like great quality,3,2,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Check item before purchasing,"June 8, 2022",toilet break several piece return get another one broken one floor sale,1,2,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Made in U.S.A.!,"January 19, 2023",First appalled American Standard toilet make Mexico Denali make Ohio company found 1920s employ hundreds people small town Denai toilet well make powerful flush promise plumber little trouble instal anything go wrong inside easy fix price twenty dollar American Standards equivalent model happy pay bit support American worker Made USA product,5,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,,"March 26, 2023",aggravate flush doesnt get debris wall toilet seem go clean toilet every use appeal enter bathroom see fragment leave side bowl person use previous toilet 40 year old never problem Seems like water line high enough cleanse flush enough water come around upper part wash away debris,2,0,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Don't purchase this toilet!!!!,"January 27, 2022",tank bolt rubberize enough tank leak since get itfrom tank fasten bowl go buy different set bolt Kohler toilet flush okay enough power try cheap thing like tank bolt important,2,1,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Not white and looks and feels cheap,"October 3, 2021",toilet white color match rest white fixture even doesnt match color include seat seat self cheap feel flimsy doesnt fit correctly 200 price tag would expect,2,2,1
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Comfortable,"April 8, 2023",husband pick toilet hard find toilet comfortable 65 person one work,5,1,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Great toilet,"February 14, 2022",great upgrade nice sits much high old one plumber install say easy problem didnt really like way tank sit bowl problem really like quick flush hold need full flushHave instal one week,5,1,1
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Idk,"November 12, 2021",Love toilet sit little high powerful fast flush,4,1,0
Mansfield Denali White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5916CTK,209.0,Best Toilet for the Price,"August 16, 2021",Super great toilet Certainly water saver Easy install,5,1,0
